,cell type 1,cell type 2,cell type 3,cell type 4
2630,1,0,0,0
2631,0,0,0,1
2632,0,1,0,0
2633,0,0,1,0
2634,1,0,0,0
2635,0,0,0,1
2636,0,0,0,1
2637,0,0,0,1
2638,0,0,1,0
2639,0,0,1,0
2640,1,0,0,0
2641,0,0,0,1
2642,0,0,0,1
2643,0,0,1,0
2644,0,1,0,0
2645,0,0,1,0
2646,0,0,1,0
2647,1,0,0,0
2648,0,1,0,0
2649,0,0,1,0
2650,0,0,0,1
2651,1,0,0,0
2652,0,0,0,1
2653,0,0,0,1
2654,0,0,1,0
2655,0,1,0,0
2656,0,0,0,1
2657,0,0,0,1
2658,0,0,1,0
2659,0,0,0,1
2660,0,0,0,1
2661,0,0,0,1
2662,0,1,0,0
2663,1,0,0,0
2664,1,0,0,0
2665,0,0,0,1
2666,0,0,0,1
2667,1,0,0,0
2668,0,0,0,1
2669,0,0,1,0
2670,0,0,0,1
2671,0,1,0,0
2672,0,1,0,0
2673,0,0,0,1
2674,0,0,0,1
2675,0,1,0,0
2676,0,0,0,1
2677,0,0,1,0
2678,0,0,0,1
2679,0,1,0,0
2680,0,0,0,1
2681,0,0,0,1
2682,0,1,0,0
2683,0,1,0,0
2684,0,0,0,1
2685,0,0,1,0
2686,0,0,0,1
2687,0,1,0,0
2688,0,0,0,1
2689,0,1,0,0
2690,0,0,1,0
2691,0,0,0,1
2692,1,0,0,0
2693,0,0,0,1
2694,0,0,0,1
2695,0,0,0,1
2696,1,0,0,0
2697,0,0,0,1
2698,1,0,0,0
2699,0,0,1,0
2700,0,0,0,1
2701,0,1,0,0
2702,0,1,0,0
2703,0,1,0,0
2704,0,0,1,0
2705,0,0,0,1
2706,1,0,0,0
2707,0,0,0,1
2708,0,1,0,0
2709,0,0,0,1
2710,0,0,0,1
2711,0,0,0,1
2712,0,0,0,1
2713,0,0,1,0
2714,1,0,0,0
2715,0,0,0,1
2716,1,0,0,0
2717,0,0,0,1
2718,1,0,0,0
2719,1,0,0,0
2720,0,0,0,1
2721,0,0,0,1
2722,0,0,0,1
2723,0,1,0,0
2724,1,0,0,0
2725,0,0,1,0
2726,0,1,0,0
2727,0,0,0,1
2728,0,0,0,1
2729,0,0,1,0
2730,0,0,0,1
2731,0,0,0,1
2732,1,0,0,0
2733,0,0,0,1
2734,1,0,0,0
2735,0,0,0,1
2736,1,0,0,0
2737,1,0,0,0
2738,0,1,0,0
2739,0,0,0,1
2740,0,0,1,0
2741,1,0,0,0
2742,0,0,1,0
2743,0,0,1,0
2744,0,1,0,0
2745,1,0,0,0
2746,0,1,0,0
2747,1,0,0,0
2748,0,0,1,0
2749,0,1,0,0
2750,1,0,0,0
2751,0,0,0,1
2752,0,0,1,0
2753,0,1,0,0
2754,0,0,0,1
2755,0,0,0,1
2756,0,0,1,0
2757,0,1,0,0
2758,0,0,0,1
2759,0,0,0,1
2760,0,0,0,1
2761,0,1,0,0
2762,0,1,0,0
2763,0,0,1,0
2764,0,0,0,1
2765,0,0,0,1
2766,0,0,0,1
2767,0,0,0,1
2768,1,0,0,0
2769,0,1,0,0
2770,0,0,1,0
2771,0,0,0,1
2772,0,0,1,0
2773,0,1,0,0
2774,0,0,1,0
2775,1,0,0,0
2776,0,0,0,1
2777,1,0,0,0
2778,0,0,0,1
2779,1,0,0,0
2780,0,0,1,0
2781,0,1,0,0
2782,0,1,0,0
2783,0,1,0,0
2784,0,0,0,1
2785,0,1,0,0
2786,0,0,0,1
2787,0,0,1,0
2788,1,0,0,0
2789,1,0,0,0
2790,0,0,1,0
2791,0,1,0,0
2792,0,0,1,0
2793,0,0,0,1
2794,0,0,0,1
2795,0,0,1,0
2796,1,0,0,0
2797,0,1,0,0
2798,0,0,0,1
2799,1,0,0,0
2800,0,0,0,1
2801,0,1,0,0
2802,0,0,0,1
2803,0,0,0,1
2804,1,0,0,0
2805,0,0,0,1
2806,0,1,0,0
2807,0,1,0,0
2808,0,0,0,1
2809,0,0,0,1
2810,0,0,0,1
2811,0,1,0,0
2812,0,0,0,1
2813,0,0,1,0
2814,0,0,0,1
2815,0,0,0,1
2816,0,0,0,1
2817,0,1,0,0
2818,1,0,0,0
2819,0,0,0,1
2820,1,0,0,0
2821,0,0,1,0
2822,1,0,0,0
2823,1,0,0,0
2824,0,0,0,1
2825,1,0,0,0
2826,0,1,0,0
2827,0,0,0,1
2828,0,0,0,1
2829,0,0,1,0
2830,0,1,0,0
2831,0,0,1,0
2832,0,0,1,0
2833,0,0,0,1
2834,0,0,0,1
2835,0,0,1,0
2836,0,0,1,0
2837,1,0,0,0
2838,1,0,0,0
2839,1,0,0,0
2840,0,0,0,1
2841,0,0,1,0
2842,0,0,0,1
2843,0,0,0,1
2844,0,0,0,1
2845,0,0,1,0
2846,1,0,0,0
2847,0,1,0,0
2848,0,0,0,1
2849,1,0,0,0
2850,0,0,0,1
2851,0,1,0,0
2852,0,0,0,1
2853,1,0,0,0
2854,0,1,0,0
2855,0,1,0,0
2856,0,0,1,0
2857,0,0,0,1
2858,0,0,0,1
2859,0,0,0,1
2860,1,0,0,0
2861,0,0,0,1
2862,0,0,0,1
2863,0,0,0,1
2864,0,0,0,1
2865,1,0,0,0
2866,1,0,0,0
2867,0,0,1,0
2868,1,0,0,0
2869,1,0,0,0
2870,0,1,0,0
2871,0,0,0,1
2872,0,0,0,1
2873,1,0,0,0
2874,0,0,1,0
2875,0,0,1,0
2876,0,1,0,0
2877,0,1,0,0
2878,0,0,0,1
2879,0,0,0,1
2880,0,0,0,1
2881,1,0,0,0
2882,1,0,0,0
2883,0,0,0,1
2884,0,1,0,0
2885,0,0,1,0
2886,0,0,0,1
2887,0,0,1,0
2888,0,1,0,0
2889,0,0,0,1
2890,0,1,0,0
2891,0,1,0,0
2892,1,0,0,0
2893,1,0,0,0
2894,1,0,0,0
2895,0,0,0,1
2896,0,1,0,0
2897,0,0,0,1
2898,0,0,0,1
2899,0,0,0,1
2900,0,0,0,1
2901,1,0,0,0
2902,1,0,0,0
2903,0,0,1,0
2904,0,0,1,0
2905,0,0,0,1
2906,0,1,0,0
2907,1,0,0,0
2908,0,0,0,1
2909,0,1,0,0
2910,1,0,0,0
2911,0,0,1,0
2912,0,0,1,0
2913,0,0,0,1
2914,0,0,0,1
2915,0,1,0,0
2916,1,0,0,0
2917,0,1,0,0
2918,0,0,0,1
2919,0,0,1,0
2920,0,1,0,0
2921,0,0,0,1
2922,1,0,0,0
2923,0,0,0,1
2924,0,0,0,1
2925,0,0,0,1
2926,0,0,1,0
2927,0,0,1,0
2928,0,0,0,1
2929,0,0,0,1
2930,0,0,0,1
2931,0,0,0,1
2932,0,0,1,0
2933,0,0,1,0
2934,0,1,0,0
2935,0,0,0,1
2936,1,0,0,0
2937,0,1,0,0
2938,0,1,0,0
2939,0,0,0,1
2940,0,0,0,1
2941,0,0,0,1
2942,1,0,0,0
2943,0,0,0,1
2944,0,1,0,0
2945,1,0,0,0
2946,0,0,0,1
2947,0,0,0,1
2948,0,0,0,1
2949,1,0,0,0
2950,0,0,0,1
2951,0,0,1,0
2952,0,0,0,1
2953,0,0,1,0
2954,0,0,0,1
2955,0,0,1,0
2956,0,0,1,0
2957,0,0,0,1
2958,0,1,0,0
2959,1,0,0,0
2960,0,0,1,0
2961,0,0,0,1
2962,0,1,0,0
2963,0,0,0,1
2964,1,0,0,0
2965,0,1,0,0
2966,0,0,0,1
2967,1,0,0,0
2968,1,0,0,0
2969,0,0,1,0
2970,1,0,0,0
2971,0,1,0,0
2972,0,1,0,0
2973,0,1,0,0
2974,0,0,0,1
2975,0,0,0,1
2976,0,1,0,0
2977,0,0,0,1
2978,0,0,0,1
2979,0,1,0,0
2980,0,0,0,1
2981,0,0,1,0
2982,0,1,0,0
2983,0,1,0,0
2984,0,0,0,1
2985,0,0,1,0
2986,1,0,0,0
2987,0,0,1,0
2988,1,0,0,0
2989,0,0,0,1
2990,0,0,0,1
2991,0,0,0,1
2992,0,1,0,0
2993,1,0,0,0
2994,0,0,1,0
2995,0,0,0,1
2996,0,0,1,0
2997,0,1,0,0
2998,0,0,0,1
2999,1,0,0,0
3000,1,0,0,0
